Donor,molecule,interacting halogen,ortho,meta,para,V$_{S}$$_{max}$,V$_{max}$(r),R$^{donor}_{C-X}$,k$^{a}$$^{donor}$$_{C-X}$,$\mu^{donor}_{C-X}$,R$^{donor}_{C\equiv C}$,k$^{a}$$^{donor}$$_{C\equiv C}$,$\mu^{donor}_{C\equiv C}$,Complex Symmetry,R$^{complex}_{C-X}$,$\Delta$R$_{C-X}$,k$^{a}$$^{complex}$$_{C-X}$,$\Delta$k$^{a}_{C-X}$,$\mu^{complex}_{C-X}$,R$^{complex}_{C\equiv C}$,$\Delta$R$_{C\equiv C}$,k$^{a}$$^{complex}$$_{C\equiv C}$,$\Delta$k$^{a}_{C\equiv C}$,$\mu^{complex}_{C\equiv C}$,R$_{X\cdots N}$,k$^{a}_{X\cdots N}$,$\mu_{X\cdots N}$,$\rho^{BCP}$,G(r)$^{BCP}$,K(r)$^{BCP}$,V(r)$^{BCP}$,$\nabla^{2} \rho^{BCP}$,H(r)$^{BCP}$,RDG,sign$\lambda_{2}* \rho$,E$_{int}$,E$_{bind}$,E$^{CP}_{int}$,E$^{CP}_{bind}$,E$^{donor}_{def}$,E$^{NH_3}_{def}$,E(2),$\Delta \rho$
3-5-CNBAI,c1c(C#N)cc(C#N)cc1(C#C(I)),I,H,CN,H,43.2,2.133775855,1.998,3.594,-3.252,1.2132,16.984,3.211,C1,2.0233,0.0253,3.061,-0.533,-0.688,1.2152,0.002,16.786,-0.198,3.828,2.9136,0.205,-15.083,0.020927533,0.014553037,-0.00088394,-0.013669098,0.061747958,0.00088394,1.45E-06,-0.020927533,-8.66,-8.492678809,-8.1,-7.927791815,0.170405852,0.001802333,10.85,-0.04518
3-5-COOHBAI,c1c(C(=O)O)cc(C(=O)O)cc1(C#C(I)),I,H,COOH,H,36.2,2.140314094,1.9987,3.601,-1.589,1.2132,16.987,1.905,C1,2.0218,0.0231,3.123,-0.478,0.823,1.215,0.0018,16.812,-0.175,2.451,2.941,0.19,-14.779,0.01982564,0.013806099,-0.000964863,-0.012841236,0.059083884,0.000964863,1.75E-06,-0.01982564,-7.79,-7.638396788,-7.23,-7.081911021,0.145262802,0.002826177,9.93,-0.04069
3-5-FBAI,c1c(F)cc(F)cc1(C#C(I)),I,H,F,H,37.3,2.139867822,1.9988,3.602,-1.558,1.2134,16.978,1.863,C1,2.0219,0.0231,3.124,-0.478,0.854,1.2152,0.0018,16.802,-0.176,2.361,2.9411,0.19,-14.558,0.019828752,0.013804051,-0.000963274,-0.012840778,0.059069337,0.000963274,1.67E-06,-0.019828752,-7.82,-7.66906757,-7.27,-7.123153804,0.144277612,0.002568585,9.94,-0.04073
3-5-NH2BAI,c1c(N)cc(N)cc1(C#C(I)),I,H,NH2,H,30.6,2.147699886,1.9999,3.607,0.577,1.2138,16.939,0.194,C1,2.0207,0.0208,3.19,-0.417,2.832,1.2154,0.0016,16.789,-0.15,0.661,2.9739,0.178,-14.462,0.0186,0.013,-0.00103,-0.0119,0.056,0.00103,1.29E-06,-0.0186,-6.88,-6.758366798,-6.35,-6.226709318,0.11956817,0.003722512,8.97,-0.036
3-5-NO2BAI,c1c(N(=O)=O)cc(N(=O)=O)cc1(C#C(I)),I,H,NO2,H,43.6,2.133439437,1.9977,3.594,-3.581,1.2131,16.993,3.482,C1,2.0233,0.0256,3.052,-0.542,-1.004,1.2152,0.0021,16.791,-0.202,4.098,2.91,0.208,-15.091,0.0210756,0.01465288,-0.000871772,-0.013781108,0.062098659,0.000871772,1.59E-06,-0.0210756,-8.76,-8.584997379,-8.2,-8.021678178,0.176524698,0.001797124,10.98,-0.04576
3-5-OHBAI,c1c(O)cc(O)cc1(C#C(I)),I,H,OH,H,34.7,2.143739687,1.9996,3.604,-0.191,1.2137,16.947,0.744,C1,2.0215,0.0219,3.157,-0.447,2.157,1.2154,0.0017,16.788,-0.159,1.21,2.9575,0.183,-14.483,0.0192,0.0134,-0.001,-0.0124,0.0575,0.001,2.09E-06,-0.0192,-7.37,-7.231291215,-6.83,-6.696215163,0.130868989,0.002915848,9.45,-0.03834
3-5-OOCMeBAI,c1c(OC(=O)C)cc(OC(=O)C)cc1(C#C(I)),I,H,OOCMe,H,32.9,2.143769141,1.999,3.606,-0.766,1.2133,16.98,1.246,C1,2.0209,0.0219,3.157,-0.449,1.538,1.215,0.0017,16.816,-0.164,1.787,2.9562,0.183,-14.662,0.019248474,0.013408855,-0.000999965,-0.01240889,0.057635312,0.000999965,1.80E-06,-0.019248474,-7.33,-7.19067127,-6.79,-6.64817388,0.138265443,0.003560677,9.47,-0.03841
3-5-SHBAI,c1c(S)cc(S)cc1(C#C(I)),I,H,SH,H,35.9,2.1415294,1.9993,3.602,-0.742,1.2137,16.952,1.255,C1,2.0217,0.0224,3.142,-0.46,1.642,1.2154,0.0017,16.786,-0.166,1.796,2.95,0.186,-14.781,0.0195,0.0136,-0.000984,-0.0126,0.0582,0.000984,2.69E-06,-0.0195,-7.57,-7.431471766,-7.02,-6.88253689,0.134713739,0.00274937,9.67,-0.03943
4-BH2BAI,c1cc(B)ccc1(C#C(I)),I,H,H,BH2,36,2.141360108,1.9986,3.604,-1.925,1.2141,16.902,2.348,C1,2.021,0.0224,3.141,-0.463,0.256,1.2159,0.0018,16.726,-0.176,3.106,2.9481,0.187,-14.857,0.0196,0.0136,-0.00098,-0.0126,0.0584,0.00098,3.00E-06,-0.0196,-7.61,-7.474234655,-7.07,-6.930957449,0.136299456,0.002743095,9.72,-0.03967
4-CF3BAI,c1cc(C(F)(F)F)ccc1(C#C(I)),I,H,H,CF3,37.4,2.140032452,1.9989,3.602,-1.439,1.2137,16.948,1.812,C1,2.0218,0.0229,3.128,-0.474,0.941,1.2155,0.0018,16.774,-0.174,2.369,2.9431,0.189,-14.686,0.019751057,0.013748778,-0.000967822,-0.012780956,0.058866435,0.000967822,5.91E-07,-0.019751057,-7.77,-7.629986906,-7.23,-7.08513071,0.142354923,0.002514368,9.88,-0.04047
4-CH3BAI,c1cc(C)ccc1(C#C(I)),I,H,H,CH3,31.9,2.14607225,1.9998,3.607,0.707,1.2141,16.914,-0.051,C1,2.0209,0.0211,3.18,-0.427,3.012,1.2156,0.0015,16.765,-0.149,0.422,2.9684,0.179,-14.528,0.0188,0.0131,-0.00102,-0.0121,0.0565,0.00102,2.73E-06,-0.0188,-7.04,-6.914506222,-6.51,-6.387561978,0.118961996,0.003476026,9.12,-0.03677
4-CHOBAI,c1cc(C(=O))ccc1(C#C(I)),I,H,H,CHO,37.2,2.140446949,1.9987,3.6,-1.88,1.214,16.916,2.238,C1,2.0215,0.0228,3.129,-0.471,0.381,1.2158,0.0018,16.738,-0.178,2.952,2.9431,0.188,-14.864,0.019752954,0.013749873,-0.000968006,-0.012781867,0.058871554,0.000968006,1.20E-06,-0.019752954,-7.76,-7.619316107,-7.22,-7.074522778,0.143070283,0.002406938,9.88,-0.04044
4-ClBAI,c1cc(Cl)ccc1(C#C(I)),I,H,H,Cl,35.2,2.142706706,1.9994,3.604,-0.232,1.2139,16.935,0.708,C1,2.0216,0.0222,3.149,-0.455,2.14,1.2155,0.0016,16.775,-0.16,1.234,2.9532,0.184,-14.691,0.019366926,0.013485551,-0.000991122,-0.012494428,0.057906725,0.000991122,3.67E-07,-0.019366926,-7.47,-7.339001966,-6.94,-6.804957195,0.132178601,0.002864204,9.57,-0.03896
4-CNBAI,c1cc(C#N)ccc1(C#C(I)),I,H,H,CN,39.1,2.139040311,1.9985,3.601,-2.11,1.2139,16.929,2.376,C1,2.022,0.0235,3.112,-0.489,0.253,1.2157,0.0018,16.748,-0.181,3.053,2.9357,0.193,-14.939,0.020040758,0.013946052,-0.000948653,-0.012997399,0.059578862,0.000948653,7.18E-07,-0.020040758,-8,-7.850770476,-7.45,-7.301047819,0.146706701,0.00224548,10.11,-0.04162
4-COOHBAI,c1cc(C(=O)O)ccc1(C#C(I)),I,H,H,COOH,36.3,2.141513952,1.9988,3.604,-1.583,1.2139,16.924,1.992,C1,2.0214,0.0226,3.136,-0.468,0.692,1.2157,0.0018,16.75,-0.174,2.666,2.9465,0.187,-14.82,0.019619979,0.013658701,-0.000976354,-0.012682347,0.058540252,0.000976354,2.77E-07,-0.019619979,-7.66,-7.520992271,-7.12,-6.978075737,0.139088108,0.002836155,9.77,-0.03992
4-FBAI,c1cc(F)ccc1(C#C(I)),I,H,H,F,34.4,2.143538751,1.9996,3.604,0.202,1.2139,16.94,0.294,C1,2.0216,0.022,3.158,-0.446,2.58,1.2155,0.0016,16.785,-0.155,0.719,2.9579,0.183,-14.434,0.019190286,0.013363725,-0.001001258,-0.012362467,0.057459967,0.001001258,2.13E-06,-0.019190286,-7.34,-7.211371553,-6.81,-6.677588405,0.129397479,0.003014116,9.43,-0.03827
4-NH2BAI,c1cc(N)ccc1(C#C(I)),I,H,H,NH2,29.7,2.148739876,2.0002,3.61,2.318,1.2146,16.854,-1.602,C1,2.0206,0.0204,3.201,-0.409,4.518,1.216,0.0014,16.725,-0.129,-1.076,2.9788,0.177,-14.542,0.0184,0.0128,-0.00104,-0.0118,0.0555,0.00104,2.32E-06,-0.0184,-6.74,-6.620142143,-6.22,-6.098288257,0.117809261,0.003902482,8.83,-0.03532
4-NO2BAI,c1cc(N(=O)=O)ccc1(C#C(I)),I,H,H,NO2,39.9,2.138079664,1.9983,3.6,-2.769,1.2138,16.933,2.957,C1,2.0221,0.0238,3.103,-0.497,-0.464,1.2157,0.0019,16.744,-0.189,3.699,2.9314,0.195,-14.948,0.020212574,0.014062956,-0.000936338,-0.013126618,0.059997216,0.000936338,3.53E-06,-0.020212574,-8.13,-7.970911562,-7.58,-7.424787721,0.153078432,0.002133846,10.25,-0.04228
4-OHBAI,c1cc(O)ccc1(C#C(I)),I,H,H,OH,31.8,2.146227967,2,3.607,1.336,1.2143,16.899,-0.722,C1,2.0211,0.0211,3.182,-0.425,3.642,1.2157,0.0014,16.757,-0.142,-0.275,2.9698,0.179,-14.463,0.0188,0.0131,-0.00102,-0.012,0.0564,0.00102,2.39E-06,-0.0188,-7,-6.876521817,-6.47,-6.345663197,0.120817542,0.003519262,9.08,-0.03658
4-OOCMeBAI,c1cc(OC(=O)C)ccc1(C#C(I)),I,H,H,OOCMe,32.9,2.144994976,1.9996,3.601,0.364,1.2139,16.932,0.218,C1,2.0212,0.0216,3.163,-0.438,2.694,1.2155,0.0016,16.778,-0.154,0.736,2.9616,0.18,-14.669,0.019051879,0.013269377,-0.001009485,-0.012259892,0.057115481,0.001009485,1.01E-06,-0.019051879,-7.21,-7.080920486,-6.68,-6.548676318,0.12794354,0.003380143,9.31,-0.03771
4-SHBAI,c1cc(S)ccc1(C#C(I)),I,H,H,SH,33.4,2.144574427,1.9996,3.607,0.694,1.2142,16.904,-0.124,C1,2.0212,0.0216,3.166,-0.441,3.003,1.2157,0.0015,16.754,-0.15,0.448,2.9615,0.181,-14.772,0.0191,0.0133,-0.00101,-0.0123,0.0571,0.00101,1.16E-06,-0.0191,-7.23,-7.100485605,-6.7,-6.572035941,0.124773989,0.00319007,9.32,-0.03774
BAI,c1ccccc1(C#C(I)),I,H,H,H,33,2.144580982,1.9996,3.606,0.06,1.214,16.931,0.536,C1,2.0211,0.0215,3.17,-0.436,2.385,1.2156,0.0016,16.776,-0.155,0.977,2.9633,0.181,-14.398,0.018991693,0.013227186,-0.001012786,-0.0122144,0.056959917,0.001012786,2.62E-06,-0.018991693,-7.18,-7.054263883,-6.65,-6.523395064,0.123307499,0.003297437,9.27,-0.03748
opp_H_2-4-6_OH_3-5_CNBAI,c1(O)c(C#N)c(O)c(C#N)c(O)c1(C#C(I)),I,OH,CN,OH,36.9,2.141036329,1.9977,3.609,-1.502,1.2125,17.025,1.359,C1,2.0208,0.0231,3.127,-0.482,0.907,1.2142,0.0017,16.856,-0.169,1.911,2.9415,0.19,-14.886,0.0198,0.0138,-0.000965,-0.0128,0.059,0.000965,1.52E-06,-0.0198,-7.79,-7.641329768,-7.23,-7.08148262,0.145789282,0.002728098,9.93,-0.04058
opp_H_2-4-6_OH_3-5_FBAI,c1(O)c(F)c(O)c(F)c(O)c1(C#C(I)),I,OH,F,OH,31.5,2.145939992,1.998,3.619,-0.213,1.213,16.986,0.317,C1,2.0193,0.0213,3.181,-0.438,2.022,1.2145,0.0015,16.836,-0.15,0.822,2.9658,0.18,-14.501,0.0189,0.0132,-0.00102,-0.0121,0.0567,0.00102,2.94E-06,-0.0189,-7.06,-6.931164716,-6.53,-6.399663892,0.126556116,0.003779992,9.18,-0.03694
opp_H_2-4-6_SH_3-5_CNBAI,c1(S)c(C#N)c(S)c(C#N)c(S)c1(C#C(I)),I,SH,CN,SH,41.7,2.134719524,1.9962,3.607,-3.345,1.2144,16.858,2.754,C1,2.0215,0.0253,3.069,-0.538,-0.788,1.2163,0.0019,16.675,-0.183,3.413,2.9136,0.205,-15.546,0.0209,0.0146,-0.000889,-0.0137,0.0618,0.000889,2.15E-06,-0.0209,-8.59,-8.414760327,-8.01,-7.838107138,0.169822896,0.002069966,,-0.04432
opp_H_2-4-6_SH_3-5_FBAI,c1(S)c(F)c(S)c(F)c(S)c1(C#C(I)),I,SH,F,SH,36.7,2.13940205,1.9967,3.614,-2.145,1.2145,16.858,1.81,C1,2.0203,0.0236,3.116,-0.498,0.241,1.2163,0.0018,16.69,-0.168,2.437,2.934,0.193,-15.129,0.0201,0.014,-0.00095,-0.013,0.0598,0.00095,2.39E-06,-0.0201,-7.91,-7.758259888,-7.36,-7.208307171,0.148801328,0.002891501,10.19,-0.0416
opp_H_2-4-6-OHBAI,c1(O)cc(O)cc(O)c1(C#C(I)),I,OH,H,OH,27.5,2.150545438,1.9987,3.62,1.241,1.2133,16.952,-0.833,C1,2.0187,0.02,3.221,-0.399,3.398,1.2147,0.0014,16.819,-0.133,-0.383,2.9866,0.176,-14.375,0.0182,0.0127,-0.00105,-0.0116,0.0548,0.00105,1.76E-06,-0.0182,-6.49,-6.373591778,-5.97,-5.853755999,0.11161637,0.004627632,8.61,-0.03412
opp_H_2-4-6-SHBAI,c1(S)cc(S)cc(S)c1(C#C(I)),I,SH,H,SH,33.9,2.142291343,1.9972,3.616,-1.121,1.2147,16.829,0.981,C1,2.0198,0.0226,3.146,-0.47,1.22,1.2163,0.0016,16.675,-0.154,1.554,2.9474,0.187,-15.006,0.0196,0.0136,-0.000983,-0.0127,0.0585,0.000983,1.53E-06,-0.0196,-7.52,-7.383128434,-6.96,-6.820952303,0.13572403,0.003323667,9.77,-0.03956
opp_H_2-6_3-5_4-OHBAI,c1(O)c(O)c(O)c(O)c(O)c1(C#C(I)),I,OH,OH,OH,27.8,2.15010458,1.9984,3.622,0.739,1.2131,16.97,-0.408,C1,2.0187,0.0203,3.214,-0.408,2.9,1.2146,0.0015,16.831,-0.139,0.081,2.982,0.177,-14.449,0.0183,0.0128,-0.00105,-0.0117,0.0552,0.00105,1.86E-06,-0.0183,-6.6,-6.478602355,-6.07,-5.950821639,0.114566919,0.004611442,8.72,-0.0347
opp_H_2-6_3-5_4-SHBAI,c1(S)c(S)c(S)c(S)c(S)c1(C#C(I)),I,SH,SH,SH,34.6,2.141866472,1.9966,3.619,-1.716,1.2144,16.849,1.585,C1,2.0193,0.0227,3.142,-0.477,0.648,1.2161,0.0017,16.69,-0.159,2.202,2.9445,0.188,-15.28,0.0197,0.0137,-0.000976,-0.0127,0.0588,0.000976,8.15E-07,-0.0197,-7.61,-7.470747585,-7.06,-6.918344562,0.138459971,0.003195467,,-0.03984
opp_H_2-6_3-5-OHBAI,c1(O)c(O)cc(O)c(O)c1(C#C(I)),I,OH,OH,H,28.1,2.148670225,1.9979,3.623,-0.582,1.2128,17.006,0.882,C1,2.0183,0.0204,3.208,-0.415,1.541,1.2144,0.0016,16.854,-0.152,1.407,2.9777,0.178,-14.407,0.0185,0.0129,-0.00104,-0.0118,0.0556,0.00104,1.29E-06,-0.0185,-6.7,-6.581414139,-6.17,-6.049922982,0.115521989,0.004555029,8.83,-0.03522
opp_H_2-6_3-5-SHBAI,c1(S)c(S)cc(S)c(S)c1(C#C(I)),I,SH,SH,H,35.6,2.140621312,1.9966,3.616,-2.333,1.2143,16.871,2.193,C1,2.0197,0.0231,3.132,-0.484,0.068,1.2161,0.0018,16.704,-0.167,2.726,2.9404,0.19,-15.032,0.0198,0.0138,-0.000967,-0.0129,0.0592,0.000967,1.01E-06,-0.0198,-7.73,-7.589654361,-7.17,-7.025135792,0.141848522,0.003015685,9.99,-0.04062
opp_H_2-6_OH_3-5_CN_4_NO2BAI,c1(O)c(C#N)c(N(=O)=O)c(C#N)c(O)c1(C#C(I)),I,OH,CN,NO2,43,2.134586161,1.9956,3.606,-5.586,1.2128,16.987,4.917,C1,2.0209,0.0253,3.064,-0.542,-3.435,1.2149,0.0021,16.77,-0.217,5.921,2.912,0.206,-15.365,0.021,0.0146,-0.000879,-0.0137,0.0619,0.000879,1.36E-06,-0.021,-8.7,-8.523896779,-8.12,-7.94440477,0.173738555,0.001856675,10.9,-0.04528
opp_H_2-6_OH_3-5_F_4_NO2BAI,c1(O)c(F)c(N(=O)=O)c(F)c(O)c1(C#C(I)),I,OH,F,NO2,38.7,2.138509581,1.9963,3.613,-3.784,1.2128,17.002,3.46,C1,2.02,0.0237,3.112,-0.501,-1.61,1.2147,0.0019,16.809,-0.193,4.274,2.9323,0.194,-14.942,0.0202,0.014,-0.000941,-0.0131,0.0599,0.000941,1.98E-06,-0.0202,-8.05,-7.891078549,-7.49,-7.330887373,0.156638921,0.002473705,10.21,-0.04192
opp_H_2-6_OH_3-5_NO2_4_CNBAI,c1(O)c(N(=O)=O)c(C#N)c(N(=O)=O)c(O)c1(C#C(I)),I,OH,NO2,CN,42.2,2.135697915,1.9957,3.608,-5.289,1.2127,16.986,4.656,C1,2.0206,0.0249,3.074,-0.534,-3.085,1.2149,0.0022,16.775,-0.211,5.607,2.9157,0.204,-15.401,0.0208,0.0145,-0.000891,-0.0136,0.0615,0.000891,3.15E-06,-0.0208,-8.58,-8.402548992,-8,-7.827335113,0.17073906,0.001925827,10.78,-0.04465
opp_H_2-6_OH_3-5_NO2_4_FBAI,c1(O)c(N(=O)=O)c(F)c(N(=O)=O)c(O)c1(C#C(I)),I,OH,NO2,F,38.6,2.138776162,1.997,3.61,-2.686,1.2123,17.047,2.404,C1,2.0209,0.0239,3.108,-0.502,-0.259,1.2142,0.0019,16.865,-0.182,2.978,2.9323,0.194,-14.922,0.0202,0.014,-0.000941,-0.0131,0.0599,0.000941,2.78E-07,-0.0202,-8.06,-7.895646818,-7.5,-7.340416051,0.157115829,0.00246812,10.23,-0.04198
opp_H_2-6_OH_4_NH2_3-5_CNBAI,c1(O)c(C#N)c(N)c(C#N)c(O)c1(C#C(I)),I,OH,CN,NH2,34.2,2.143466022,1.9981,3.613,-0.299,1.2128,16.996,0.295,C1,2.0203,0.0222,3.154,-0.459,2.045,1.2144,0.0016,16.842,-0.154,0.858,2.9535,0.184,-14.9,0.0193,0.0135,-0.000993,-0.0125,0.0579,0.000993,4.57E-07,-0.0193,-7.43,-7.293152357,-6.88,-6.741377818,0.135484949,0.003137234,9.56,-0.03877
opp_H_2-6_OH_4_NH2_3-5_FBAI,c1(O)c(F)c(N)c(F)c(O)c1(C#C(I)),I,OH,F,NH2,29.3,2.148120722,1.9982,3.621,0.685,1.2132,16.952,-0.474,C1,2.0189,0.0207,3.2,-0.421,2.828,1.2147,0.0015,16.813,-0.139,0.094,2.9748,0.178,-14.567,0.0186,0.0129,-0.00104,-0.0119,0.0559,0.00104,1.72E-06,-0.0186,-6.8,-6.673283412,-6.27,-6.142830556,0.122973037,0.004196407,8.92,-0.03567
opp_H_2-6_opp_H_3-5_4-OHBAI,c1(O)c(O)c(O)c(O)c(O)c1(C#C(I)),I,OH,OH,OH,27.9,2.149710399,1.9984,3.622,0.739,1.2131,16.969,-0.408,C1,2.0187,0.0203,3.214,-0.408,2.9,1.2146,0.0015,16.831,-0.138,0.081,2.982,0.177,-14.449,0.0183,0.0128,-0.00105,-0.0117,0.0552,0.00105,2.37E-06,-0.0183,-6.6,-6.478602355,-6.07,-5.95082007,0.114567547,0.004612383,8.72,-0.0347
opp_H_2-6_opp_H_3-5_4-SHBAI,c1(S)c(S)c(S)c(S)c(S)c1(C#C(I)),I,SH,SH,SH,34.7,2.141422047,1.9966,3.619,-1.692,1.2144,16.849,1.564,C1,2.0194,0.0228,3.142,-0.477,0.674,1.2161,0.0017,16.69,-0.159,2.18,2.9443,0.188,-15.28,0.0197,0.0137,-0.000976,-0.0127,0.0588,0.000976,1.19E-06,-0.0197,-7.63,-7.476721476,-7.08,-6.923254653,0.153670801,0.003074546,,-0.03986
opp_H_2-6_opp_H_3-5-OHBAI,c1(O)c(O)cc(O)c(O)c1(C#C(I)),I,OH,OH,H,28.1,2.148666955,1.9979,3.623,-0.582,1.2128,17.006,0.882,C1,2.0183,0.0204,3.208,-0.415,1.542,1.2144,0.0016,16.854,-0.152,1.407,2.9777,0.178,-14.407,0.0185,0.0129,-0.00104,-0.0118,0.0556,0.00104,1.91E-06,-0.0185,-6.7,-6.581417904,-6.17,-6.049922606,0.115523244,0.00455415,8.83,-0.03522
opp_H_2-6_opp_H_3-5-SHBAI,c1(S)c(S)cc(S)c(S)c1(C#C(I)),I,SH,SH,H,34.6,2.140669868,1.9965,3.618,-2.554,1.214,16.897,2.455,C1,2.0193,0.0228,3.139,-0.479,-0.197,1.2158,0.0018,16.723,-0.174,3.007,2.943,0.189,-15.032,0.0197,0.0138,-0.000973,-0.0128,0.0589,0.000973,2.05E-06,-0.0197,-7.66,-7.508527673,-7.1,-6.952856866,0.143919304,0.00322383,9.91,-0.04021
opp_H_2-6_SH_3-5_CN_4_NO2BAI,c1(S)c(C#N)c(N(=O)=O)c(C#N)c(S)c1(C#C(I)),I,SH,CN,NO2,47,2.129378324,1.995,3.601,-5.759,1.2144,16.856,4.827,C1,2.0222,0.0272,3.013,-0.588,-3.203,1.2166,0.0022,16.64,-0.216,5.604,2.8912,0.219,-15.668,0.0219,0.0152,-0.000805,-0.0144,0.064,0.000805,1.34E-06,-0.0219,-9.34,-9.137337516,-8.74,-8.540778723,0.197721968,0.001499308,,-0.04861
opp_H_2-6_SH_3-5_F_4_NO2BAI,c1(S)c(F)c(N(=O)=O)c(F)c(S)c1(C#C(I)),I,SH,F,NO2,42.5,2.133954822,1.9956,3.608,-4.58,1.2143,16.876,3.91,C1,2.0212,0.0256,3.059,-0.549,-2.153,1.2164,0.0021,16.676,-0.2,4.63,2.9091,0.208,-15.256,0.0211,0.0147,-0.000873,-0.0138,0.0622,0.000873,1.79E-06,-0.0211,-8.71,-8.525704007,-8.14,-7.959651636,0.178300549,0.002047815,11.04,-0.04571
opp_H_2-6_SH_3-5_NO2_4_CNBAI,c1(S)c(N(=O)=O)c(C#N)c(N(=O)=O)c(S)c1(C#C(I)),I,SH,NO2,CN,47.1,2.129992135,1.9944,3.604,-6.291,1.2144,16.842,5.339,C1,2.0216,0.0272,3.011,-0.593,-3.773,1.2167,0.0023,16.619,-0.223,6.174,2.8901,0.22,-15.759,0.0219,0.0152,-0.0008,-0.0144,0.0641,0.0008,1.56E-06,-0.0219,-9.37,-9.169196174,-8.78,-8.577966853,0.200545761,0.001487386,11.76,-0.04913
opp_H_2-6_SH_3-5_NO2_4_FBAI,c1(S)c(N(=O)=O)c(F)c(N(=O)=O)c(S)c1(C#C(I)),I,SH,NO2,F,43.6,2.133380784,1.9957,3.607,-4.077,1.2141,16.892,3.438,C1,2.0217,0.026,3.05,-0.557,-1.449,1.2161,0.002,16.696,-0.196,3.992,2.9059,0.21,-15.313,0.0212,0.0148,-0.000861,-0.0139,0.0625,0.000861,3.29E-07,-0.0212,-8.83,-8.645263392,-8.26,-8.075266537,0.182875093,0.001858369,11.17,-0.04631
opp_H_2-6_SH_4_NH2_3-5_CNBAI,c1(S)c(C#N)c(N)c(C#N)c(S)c1(C#C(I)),I,SH,CN,NH2,33.6,2.142682468,1.9973,3.617,-0.674,1.2148,16.824,0.501,C1,2.0199,0.0226,3.147,-0.47,1.624,1.2164,0.0016,16.676,-0.148,1.08,2.9484,0.186,-14.89,0.0195,0.0136,-0.000986,-0.0126,0.0584,0.000986,1.82E-06,-0.0195,-7.48,-7.334628225,-6.94,-6.795086031,0.141503392,0.003410577,9.74,-0.03939
opp_H_2-6_SH_4_NH2_3-5_FBAI,c1(S)c(F)c(N)c(F)c(S)c1(C#C(I)),I,SH,F,NH2,38.6,2.137814103,1.997,3.61,-1.637,1.2145,16.838,1.235,C1,2.0211,0.0241,3.102,-0.508,0.887,1.2163,0.0018,16.675,-0.163,1.795,2.9284,0.196,-15.305,0.0203,0.0141,-0.000934,-0.0132,0.0603,0.000934,4.51E-07,-0.0203,-8.13,-7.967753935,-7.56,-7.401568723,0.155973761,0.002457515,,-0.04213
opp_H_2-6-OHBAI,c1(O)cccc(O)c1(C#C(I)),I,OH,H,H,28.6,2.148609149,1.9983,3.62,0.057,1.213,16.981,0.314,C1,2.0186,0.0203,3.21,-0.41,2.215,1.2145,0.0015,16.836,-0.145,0.778,2.9804,0.177,-14.319,0.0184,0.0128,-0.00104,-0.0118,0.0554,0.00104,1.13E-06,-0.0184,-6.65,-6.535467266,-6.13,-6.012139032,0.113484466,0.004376502,8.78,-0.03492
opp_H_2-6-SHBAI,c1(S)cccc(S)c1(C#C(I)),I,SH,H,H,33.7,2.141983282,1.9972,3.616,-1.691,1.2145,16.859,1.562,C1,2.0196,0.0224,3.147,-0.469,0.657,1.2162,0.0017,16.699,-0.16,2.027,2.9482,0.186,-14.656,0.0195,0.0136,-0.000985,-0.0126,0.0584,0.000985,4.36E-07,-0.0195,-7.49,-7.348671887,-6.94,-6.801252692,0.135284773,0.003462535,9.75,-0.03943
opp_H_3-4-5-OHBAI,c1c(O)c(O)c(O)cc1(C#C(I)),I,H,OH,OH,32.4,2.145844093,1.9999,3.605,0.963,1.2139,16.921,-0.359,C1,2.0211,0.0212,3.175,-0.43,3.268,1.2155,0.0016,16.774,-0.147,0.119,2.9666,0.18,-14.528,0.0189,0.0131,-0.00102,-0.0121,0.0566,0.00102,1.93E-06,-0.0189,-7.09,-6.961637833,-6.56,-6.431189054,0.12534314,0.003467806,9.17,-0.03702
opp_H_3-4-5-SHBAI,c1c(S)c(S)c(S)cc1(C#C(I)),I,H,SH,SH,35.2,2.142355081,1.9988,3.607,-0.453,1.2138,16.94,0.871,C1,2.0214,0.0226,3.114,-0.493,1.886,1.2154,0.0016,16.783,-0.157,1.557,2.9496,0.201,-15.164,0.0195,0.0136,-0.000983,-0.0126,0.0583,0.000983,1.45E-09,-0.0195,-7.57,-7.424922637,-7.01,-6.867764994,0.138579198,0.003655808,9.68,-0.03946
opp_H_3-5-OHBAI,c1c(O)cc(O)cc1(C#C(I)),I,H,OH,H,32.4,2.144788106,1.9993,3.606,-0.507,1.2135,16.97,1.094,C1,2.0209,0.0216,3.167,-0.439,1.791,1.2151,0.0016,16.809,-0.161,1.581,2.9617,0.181,-14.477,0.019,0.0133,-0.00101,-0.0123,0.0571,0.00101,1.73E-06,-0.019,-7.2,-7.067018013,-6.67,-6.539712713,0.12683975,0.003447537,9.31,-0.03765
opp_H_3-5-SHBAI,c1c(S)cc(S)cc1(C#C(I)),I,H,SH,H,34.9,2.1416813,1.9991,3.604,-0.945,1.2136,16.965,1.453,C1,2.0214,0.0223,3.145,-0.459,1.421,1.2153,0.0017,16.797,-0.168,2.01,2.9506,0.185,-14.802,0.0195,0.0136,-0.000987,-0.0126,0.0582,0.000987,4.34E-07,-0.0195,-7.52,-7.385117639,-6.97,-6.833002,0.133985828,0.003012171,9.64,-0.03928
