Donor,molecule,interacting halogen,ortho,meta,para,V$_{S}$$_{max}$,V$_{max}$(r),R$^{donor}_{C-X}$,k$^{a}$$^{donor}$$_{C-X}$,$\mu^{donor}_{C-X}$,R$^{donor}_{C\equiv C}$,k$^{a}$$^{donor}$$_{C\equiv C}$,$\mu^{donor}_{C\equiv C}$,Complex Symmetry,R$^{complex}_{C-X}$,$\Delta$R$_{C-X}$,k$^{a}$$^{complex}$$_{C-X}$,$\Delta$k$^{a}_{C-X}$,$\mu^{complex}_{C-X}$,R$^{complex}_{C\equiv C}$,$\Delta$R$_{C\equiv C}$,k$^{a}$$^{complex}$$_{C\equiv C}$,$\Delta$k$^{a}_{C\equiv C}$,$\mu^{complex}_{C\equiv C}$,R$_{X\cdots N}$,k$^{a}_{X\cdots N}$,$\mu_{X\cdots N}$,$\rho^{BCP}$,G(r)$^{BCP}$,K(r)$^{BCP}$,V(r)$^{BCP}$,$\nabla^{2} \rho^{BCP}$,H(r)$^{BCP}$,RDG,sign$\lambda_{2}* \rho$,E$_{int}$,E$_{bind}$,E$^{CP}_{int}$,E$^{CP}_{bind}$,E$^{donor}_{def}$,E$^{NH_3}_{def}$,E(2),$\Delta \rho$
3-5-CNBAAt,c1c(C#N)cc(C#N)cc1(C#C([At])),At,H,CN,H,56.2,2.106488846,2.0971,3.12,-2.029,1.2138,16.931,3.04,C1,2.1377,0.0406,2.537,-0.583,1.335,1.2165,0.0027,16.666,-0.265,3.537,2.8451,0.297,-16.261,0.024503377,0.018916458,-0.000833731,-0.018082727,0.079001928,0.000833731,2.09E-06,-0.024503377,-12.05,-11.67789193,-11.45,-11.08013617,0.36710749,0.002756335,16.9,-0.06212
3-5-COOHBAAt,c1c(C(=O)O)cc(C(=O)O)cc1(C#C([At])),At,H,COOH,H,49.1,2.113444816,2.0972,3.135,-0.319,1.2138,16.937,1.757,C1,2.1345,0.0373,2.608,-0.527,2.909,1.2162,0.0024,16.699,-0.238,2.192,2.8679,0.292,-16.104,0.023402109,0.018035972,-0.000936528,-0.017099444,0.075891106,0.000936528,4.77E-07,-0.023402109,-11.01,-10.6862029,-10.43,-10.10904226,0.317136399,0.003821345,15.68,-0.05698
3-5-FBAAt,c1c(F)cc(F)cc1(C#C([At])),At,H,F,H,50.2,2.11238974,2.0972,3.136,-0.33,1.2139,16.927,1.718,C1,2.1346,0.0374,2.609,-0.527,2.886,1.2164,0.0025,16.688,-0.239,2.102,2.8682,0.292,-15.844,0.023401036,0.018026134,-0.000931944,-0.01709419,0.075833419,0.000931944,5.42E-07,-0.023401036,-11.03,-10.71267753,-10.46,-10.14109283,0.31538,0.003527168,15.68,-0.05697
3-5-NH2BAAt,c1c(N)cc(N)cc1(C#C([At])),At,H,NH2,H,43.2,2.121983616,2.0976,3.152,1.889,1.2143,16.891,0.084,C1,2.1314,0.0338,2.683,-0.469,4.963,1.2165,0.0022,16.682,-0.209,0.448,2.8948,0.279,-15.831,0.0222,0.0171,-0.00103,-0.016,0.0723,0.00103,2.91E-07,-0.0222,-9.92,-9.649388406,-9.36,-9.089791585,0.265594651,0.004613764,14.39,-0.05154
3-5-NO2BAAt,c1c(N(=O)=O)cc(N(=O)=O)cc1(C#C([At])),At,H,NO2,H,56.7,2.105812435,2.0969,3.118,-2.382,1.2137,16.94,3.307,C1,2.138,0.0411,2.527,-0.591,0.989,1.2164,0.0027,16.671,-0.269,3.802,2.8419,0.297,-16.239,0.024655187,0.019040243,-0.000819109,-0.018221134,0.079438589,0.000819109,4.43E-07,-0.024655187,-12.17,-11.78683134,-11.57,-11.18939258,0.377866768,0.002740648,17.07,-0.06278
3-5-OHBAAt,c1c(O)cc(O)cc1(C#C([At])),At,H,OH,H,47.4,2.11765718,2.0976,3.144,1.091,1.2142,16.899,0.62,C1,2.1332,0.0356,2.647,-0.497,4.248,1.2165,0.0023,16.678,-0.221,0.979,2.8816,0.287,-15.817,0.0228,0.0175,-0.000983,-0.0165,0.074,0.000983,3.22E-06,-0.0228,-10.49,-10.20012902,-9.93,-9.637496236,0.288662528,0.003841237,15.03,-0.05425
3-5-OOCMeBAAt,c1c(OC(=O)C)cc(OC(=O)C)cc1(C#C([At])),At,H,OOCMe,H,45.5,2.118160389,2.0971,3.145,0.509,1.2138,16.931,1.12,C1,2.1328,0.0357,2.644,-0.501,3.631,1.2162,0.0024,16.705,-0.226,1.556,2.8802,0.287,-16.033,0.022838846,0.017581996,-0.000983222,-0.016598774,0.074261943,0.000983222,2.99E-06,-0.022838846,-10.47,-10.16927689,-9.91,-9.605117168,0.300344872,0.00453796,15.07,-0.05438
3-5-SHBAAt,c1c(S)cc(S)cc1(C#C([At])),At,H,SH,H,48.5,2.116229393,2.0975,3.14,0.571,1.2142,16.903,1.122,C1,2.1339,0.0364,2.629,-0.511,3.782,1.2165,0.0023,16.675,-0.228,1.554,2.8753,0.289,-16.148,0.0231,0.0178,-0.000959,-0.0168,0.0749,0.000959,2.14E-06,-0.0231,-10.74,-10.43845964,-10.17,-9.867987208,0.298324291,0.003688501,15.33,-0.05553
4-BH2BAAt,c1cc(B)ccc1(C#C([At])),At,H,H,BH2,48.6,2.115908573,2.0969,3.14,-0.669,1.2146,16.852,2.226,C1,2.1334,0.0365,2.625,-0.515,2.331,1.2171,0.0025,16.612,-0.24,2.893,2.8737,0.29,-16.276,0.0231,0.0178,-0.000953,-0.0169,0.0751,0.000953,6.08E-07,-0.0231,-10.79,-10.4887357,-10.22,-9.914041428,0.302268189,0.003690383,15.4,-0.05582
4-CF3BAAt,c1cc(C(F)(F)F)ccc1(C#C([At])),At,H,H,CF3,50.1,2.114208677,2.0973,3.137,-0.177,1.2143,16.898,1.671,C1,2.1344,0.0371,2.613,-0.524,3.016,1.2167,0.0024,16.661,-0.237,2.119,2.8698,0.291,-16.011,0.023324966,0.017963638,-0.000939348,-0.01702429,0.075613045,0.000939348,3.11E-06,-0.023324966,-10.98,-10.66593999,-10.41,-10.09446739,0.31207679,0.00345582,15.61,-0.0567
4-CH3BAAt,c1cc(C)ccc1(C#C([At])),At,H,H,CH3,44.5,2.120149522,2.0976,3.15,2.055,1.2146,16.867,-0.163,C1,2.132,0.0344,2.672,-0.478,5.184,1.2168,0.0022,16.659,-0.208,0.206,2.8903,0.282,-15.897,0.0224,0.0172,-0.00101,-0.0162,0.0729,0.00101,1.65E-06,-0.0224,-10.1,-9.829456022,-9.54,-9.268391675,0.267216135,0.00439219,14.6,-0.05242
4-CHOBAAt,c1cc(C(=O))ccc1(C#C([At])),At,H,H,CHO,50.1,2.113600655,2.097,3.139,-0.619,1.2145,16.865,2.111,C1,2.1341,0.0371,2.612,-0.527,2.458,1.217,0.0025,16.623,-0.242,2.728,2.8697,0.291,-16.244,0.023330698,0.017967247,-0.000938691,-0.017028556,0.075624854,0.000938691,1.38E-06,-0.023330698,-10.97,-10.6598977,-10.4,-10.08577368,0.310885777,0.003340547,15.6,-0.05669
4-ClBAAt,c1cc(Cl)ccc1(C#C([At])),At,H,H,Cl,48,2.115693414,2.0975,3.143,1.099,1.2144,16.887,0.584,C1,2.1336,0.0361,2.637,-0.506,4.294,1.2167,0.0023,16.665,-0.222,1.002,2.878,0.288,-16.048,0.022951004,0.017662197,-0.000969396,-0.016692801,0.074527454,0.000969396,3.19E-06,-0.022951004,-10.62,-10.32793639,-10.06,-9.763293993,0.292921435,0.003784573,15.2,-0.05497
4-CNBAAt,c1cc(C#N)ccc1(C#C([At])),At,H,H,CN,52,2.112162967,2.0971,3.133,-0.84,1.2144,16.878,2.236,C1,2.135,0.0379,2.595,-0.538,2.343,1.2169,0.0025,16.632,-0.246,2.806,2.8636,0.293,-16.277,0.023615222,0.018196191,-0.000914193,-0.017281997,0.076442654,0.000914193,2.36E-06,-0.023615222,-11.25,-10.92535744,-10.67,-10.34427293,0.32254051,0.003186556,15.92,-0.05804
4-COOHBAAt,c1cc(C(=O)O)ccc1(C#C([At])),At,H,H,COOH,49.1,2.115083592,2.0971,3.14,-0.308,1.2145,16.874,1.863,C1,2.1338,0.0367,2.621,-0.519,2.785,1.2169,0.0024,16.637,-0.237,2.439,2.8725,0.29,-16.203,0.023202223,0.01786508,-0.000950104,-0.016914976,0.075261831,0.000950104,3.93E-07,-0.023202223,-10.85,-10.54233003,-10.28,-9.969871,0.306505133,0.003623867,15.46,-0.0561
4-FBAAt,c1cc(F)ccc1(C#C([At])),At,H,H,F,47.1,2.11698704,2.0977,3.145,1.503,1.2144,16.892,0.171,C1,2.1333,0.0356,2.648,-0.497,4.691,1.2166,0.0022,16.676,-0.216,0.486,2.8819,0.287,-15.753,0.022773732,0.017518787,-0.000983173,-0.016535614,0.074008909,0.000983173,2.21E-07,-0.022773732,-10.47,-10.17565301,-9.9,-9.609844,0.286220261,0.00393574,15.01,-0.05416
4-NH2BAAt,c1cc(N)ccc1(C#C([At])),At,H,H,NH2,42.3,2.122703147,2.0977,3.157,3.722,1.2151,16.812,-1.667,C1,2.1311,0.0334,2.693,-0.464,6.736,1.2171,0.002,16.624,-0.188,-1.233,2.8986,0.276,-15.91,0.022,0.0169,-0.00104,-0.0159,0.0719,0.00104,1.15E-06,-0.022,-9.76,-9.49314858,-9.21,-8.944426308,0.260809891,0.004763801,14.21,-0.05079
4-NO2BAAt,c1cc(N(=O)=O)ccc1(C#C([At])),At,H,H,NO2,52.9,2.110564449,2.097,3.131,-1.547,1.2144,16.881,2.817,C1,2.1354,0.0384,2.584,-0.547,1.561,1.2169,0.0025,16.627,-0.254,3.46,2.86,0.294,-16.273,0.023789494,0.018335009,-0.00089732,-0.017437688,0.076930442,0.00089732,3.30E-07,-0.023789494,-11.4,-11.06653327,-10.83,-10.49308023,0.333853252,0.003066513,16.11,-0.05881
4-OHBAAt,c1cc(O)ccc1(C#C([At])),At,H,H,OH,44.4,2.120251097,2.0977,3.151,2.694,1.2147,16.854,-0.821,C1,2.1321,0.0344,2.675,-0.476,5.815,1.2168,0.0021,16.653,-0.201,-0.477,2.8914,0.281,-15.81,0.0223,0.0172,-0.00102,-0.0162,0.0728,0.00102,2.74E-06,-0.0223,-10.06,-9.787382137,-9.51,-9.237001239,0.268591009,0.004407752,14.55,-0.05222
4-OOCMeBAAt,c1cc(OC(=O)C)ccc1(C#C([At])),At,H,H,OOCMe,45.7,2.118649018,2.0976,3.152,1.714,1.2144,16.884,0.109,C1,2.1327,0.0351,2.655,-0.497,4.867,1.2166,0.0022,16.669,-0.215,0.522,2.885,0.284,-16.046,0.022630345,0.017405617,-0.000996255,-0.016409362,0.073608549,0.000996255,6.80E-07,-0.022630345,-10.32,-10.02951609,-9.76,-9.4730229,0.282673577,0.004303523,14.85,-0.05351
4-SHBAAt,c1cc(S)ccc1(C#C([At])),At,H,H,SH,46.1,2.118066856,2.0975,3.148,2.083,1.2147,16.858,-0.225,C1,2.1327,0.0352,2.656,-0.492,5.223,1.2169,0.0022,16.648,-0.21,0.246,2.8846,0.285,-16.167,0.0226,0.0174,-0.000994,-0.0164,0.0737,0.000994,1.16E-06,-0.0226,-10.34,-10.05200038,-9.78,-9.496893128,0.279034649,0.004072223,14.87,-0.05358
BAAt,c1ccccc1(C#C([At])),At,H,H,H,45.7,2.118067635,2.0975,3.147,1.349,1.2145,16.883,0.412,C1,2.1325,0.035,2.661,-0.486,4.488,1.2167,0.0022,16.668,-0.215,0.744,2.8863,0.284,-15.739,0.022576867,0.017360661,-0.000998874,-0.016361788,0.073439197,0.000998874,4.01E-07,-0.022576867,-10.27,-9.990660075,-9.71,-9.430366267,0.275410782,0.004222951,14.79,-0.05323
opp_H_2-4-6_OH_3-5_CNBAAt,c1(O)c(C#N)c(O)c(C#N)c(O)c1(C#C([At])),At,OH,CN,OH,49.7,2.114515496,2.0961,3.141,-0.226,1.213,16.977,1.218,C1,2.1336,0.0375,2.608,-0.533,3.008,1.2154,0.0024,16.746,-0.231,1.66,2.868,0.291,-16.221,0.0234,0.018,-0.00094,-0.0171,0.0759,0.00094,1.07E-06,-0.0234,-11.02,-10.69574732,-10.44,-10.11675881,0.319530975,0.003710213,15.71,-0.05694
opp_H_2-4-6_OH_3-5_FBAAt,c1(O)c(F)c(O)c(F)c(O)c1(C#C([At])),At,OH,F,OH,44.1,2.11983541,2.0959,3.156,1.057,1.2134,16.942,0.205,C1,2.1308,0.0349,2.666,-0.49,4.112,1.2156,0.0022,16.731,-0.211,0.604,2.8877,0.283,-15.87,0.0225,0.0173,-0.00101,-0.0163,0.0733,0.00101,1.55E-06,-0.0225,-10.15,-9.86054347,-9.59,-9.304165281,0.281151866,0.004682852,14.71,-0.05273
opp_H_2-4-6_SH_3-5_CNBAAt,c1(S)c(C#N)c(S)c(C#N)c(S)c1(C#C([At])),At,SH,CN,SH,54.9,2.106859228,2.0954,3.128,-2.129,1.2149,16.812,2.606,C1,2.1362,0.0408,2.536,-0.592,1.261,1.2175,0.0026,16.562,-0.25,3.142,2.8439,0.296,-16.762,0.0245,0.019,-0.000839,-0.0181,0.0792,0.000839,3.03E-06,-0.0245,-11.99,-11.62086951,-11.39,-11.01589007,0.371102843,0.003007088,,-0.06144
opp_H_2-4-6_SH_3-5_FBAAt,c1(S)c(F)c(S)c(F)c(S)c1(C#C([At])),At,SH,F,SH,49.7,2.111913995,2.0954,3.141,-0.917,1.215,16.813,1.686,C1,2.1337,0.0383,2.59,-0.551,2.302,1.2174,0.0024,16.582,-0.231,2.2,2.8611,0.292,-16.454,0.0237,0.0183,-0.000914,-0.0174,0.0768,0.000914,8.85E-07,-0.0237,-11.19,-10.85636214,-10.61,-10.27657458,0.329574264,0.003851151,16.08,-0.05821
opp_H_2-4-6-OHBAAt,c1(O)cc(O)cc(O)c1(C#C([At])),At,OH,H,OH,39.9,2.125508255,2.0962,3.165,2.551,1.2137,16.91,-0.924,C1,2.1289,0.0327,2.71,-0.455,5.526,1.2157,0.002,16.72,-0.19,-0.575,2.9048,0.27,-15.734,0.0218,0.0167,-0.00106,-0.0156,0.0711,0.00106,2.11E-06,-0.0218,-9.46,-9.205324405,-8.92,-8.664058579,0.250324835,0.005616587,13.93,-0.0494
opp_H_2-4-6-SHBAAt,c1(S)cc(S)cc(S)c1(C#C([At])),At,SH,H,SH,46.9,2.114817552,2.0956,3.148,0.144,1.2151,16.786,0.869,C1,2.1324,0.0368,2.624,-0.524,3.325,1.2174,0.0023,16.572,-0.214,1.332,2.8722,0.29,-16.382,0.0232,0.0179,-0.000957,-0.0169,0.0753,0.000957,2.91E-06,-0.0232,-10.72,-10.41404324,-10.14,-9.831364221,0.304329557,0.004306221,15.51,-0.05585
opp_H_2-6_3-5_4-OHBAAt,c1(O)c(O)c(O)c(O)c(O)c1(C#C([At])),At,OH,OH,OH,40.3,2.124379115,2.096,3.164,2.04,1.2136,16.927,-0.505,C1,2.1292,0.0332,2.701,-0.463,5.024,1.2156,0.002,16.73,-0.197,-0.126,2.9009,0.274,-15.826,0.0219,0.0168,-0.00105,-0.0158,0.0716,0.00105,1.39E-06,-0.0219,-9.59,-9.329228666,-9.05,-8.787603012,0.25693502,0.005461968,14.09,-0.0501
opp_H_2-6_3-5_4-SHBAAt,c1(S)c(S)c(S)c(S)c(S)c1(C#C([At])),At,SH,SH,SH,47.5,2.114424372,2.095,3.149,-0.456,1.2149,16.806,1.466,C1,2.1322,0.0372,2.617,-0.532,2.767,1.2172,0.0023,16.584,-0.222,1.969,2.8696,0.29,-16.685,0.0233,0.018,-0.000948,-0.017,0.0757,0.000948,1.69E-06,-0.0233,-10.83,-10.50450501,-10.26,-9.930270239,0.325577029,0.004152732,,-0.05622
opp_H_2-6_3-5-OHBAAt,c1(O)c(O)cc(O)c(O)c1(C#C([At])),At,OH,OH,H,40.6,2.123228136,2.0955,3.163,0.65,1.2132,16.961,0.768,C1,2.129,0.0335,2.694,-0.469,3.594,1.2155,0.0023,16.749,-0.212,1.188,2.8976,0.276,-15.798,0.0221,0.017,-0.00105,-0.0159,0.072,0.00105,1.10E-06,-0.0221,-9.72,-9.449104316,-9.16,-8.894102513,0.260434013,0.005463474,14.24,-0.05068
opp_H_2-6_3-5-SHBAAt,c1(S)c(S)cc(S)c(S)c1(C#C([At])),At,SH,SH,H,48.5,2.113196405,2.0952,3.145,-1.143,1.2148,16.825,2.053,C1,2.1327,0.0375,2.607,-0.538,2.1,1.2172,0.0024,16.595,-0.23,2.465,2.8664,0.291,-16.379,0.0235,0.0181,-0.000935,-0.0172,0.0761,0.000935,1.40E-06,-0.0235,-10.97,-10.65309299,-10.39,-10.06856284,0.317457056,0.003980105,15.8,-0.05707
opp_H_2-6_OH_3-5_CN_4_NO2BAAt,c1(O)c(C#N)c(N(=O)=O)c(C#N)c(O)c1(C#C([At])),At,OH,CN,NO2,56,2.107932921,2.0948,3.125,-4.504,1.2133,16.933,4.77,C1,2.1357,0.0409,2.531,-0.594,-1.572,1.2162,0.0029,16.647,-0.286,5.681,2.8431,0.297,-16.637,0.0246,0.019,-0.000831,-0.0182,0.0793,0.000831,1.62E-06,-0.0246,-12.1,-11.72385637,-11.5,-11.12015871,0.377020258,0.002821032,17.02,-0.06238
opp_H_2-6_OH_3-5_F_4_NO2BAAt,c1(O)c(F)c(N(=O)=O)c(F)c(O)c1(C#C([At])),At,OH,F,NO2,51.6,2.111282835,2.0951,3.139,-2.644,1.2133,16.951,3.323,C1,2.1336,0.0385,2.586,-0.553,0.334,1.2159,0.0026,16.692,-0.259,4.039,2.8602,0.293,-16.291,0.0238,0.0183,-0.000905,-0.0174,0.0769,0.000905,5.04E-07,-0.0238,-11.33,-10.98402267,-10.75,-10.40547689,0.341101614,0.003421496,16.09,-0.05851
opp_H_2-6_OH_3-5_NO2_4_CNBAAt,c1(O)c(N(=O)=O)c(C#N)c(N(=O)=O)c(O)c1(C#C([At])),At,OH,NO2,CN,55.2,2.109097854,2.0948,3.129,-4.173,1.2133,16.934,4.505,C1,2.1353,0.0405,2.541,-0.588,-1.162,1.2161,0.0028,16.654,-0.28,5.351,2.8462,0.296,-16.703,0.0244,0.0189,-0.000844,-0.018,0.0789,0.000844,2.02E-06,-0.0244,-11.96,-11.58230278,-11.37,-10.99606552,0.371058918,0.002875562,16.85,-0.06166
opp_H_2-6_OH_3-5_NO2_4_FBAAt,c1(O)c(N(=O)=O)c(F)c(N(=O)=O)c(O)c1(C#C([At])),At,OH,NO2,F,51.5,2.112235284,2.0958,3.137,-1.478,1.2128,16.998,2.247,C1,2.1344,0.0386,2.585,-0.552,1.77,1.2154,0.0026,16.751,-0.247,2.703,2.8603,0.293,-16.217,0.0238,0.0183,-0.000906,-0.0174,0.0769,0.000906,4.14E-07,-0.0238,-11.33,-10.9887541,-10.76,-10.41559913,0.340982387,0.003418484,16.1,-0.05856
opp_H_2-6_OH_4_NH2_3-5_CNBAAt,c1(O)c(C#N)c(N)c(C#N)c(O)c1(C#C([At])),At,OH,CN,NH2,46.9,2.118073779,2.0963,3.148,1.04,1.2132,16.951,0.177,C1,2.1324,0.0361,2.638,-0.51,4.219,1.2155,0.0023,16.736,-0.215,0.637,2.8778,0.288,-16.287,0.0229,0.0177,-0.000978,-0.0167,0.0746,0.000978,1.21E-06,-0.0229,-10.6,-10.29254611,-10.02,-9.716656574,0.299237945,0.004105481,15.22,-0.05487
opp_H_2-6_OH_4_NH2_3-5_FBAAt,c1(O)c(F)c(N)c(F)c(O)c1(C#C([At])),At,OH,F,NH2,42,2.122361458,2.0959,3.162,1.999,1.2137,16.91,-0.558,C1,2.1299,0.034,2.686,-0.476,4.962,1.2158,0.0021,16.712,-0.198,-0.088,2.8949,0.278,-15.96,0.0222,0.0171,-0.00103,-0.016,0.0724,0.00103,1.84E-06,-0.0222,-9.84,-9.564396009,-9.29,-9.012997854,0.271929359,0.005072787,14.37,-0.05128
opp_H_2-6_opp_H_3-5_4-OHBAAt,c1(O)c(O)c(O)c(O)c(O)c1(C#C([At])),At,OH,OH,OH,40.4,2.124324276,2.096,3.164,2.04,1.2135,16.927,-0.505,C1,2.1292,0.0332,2.701,-0.463,5.024,1.2156,0.0021,16.73,-0.197,-0.126,2.9009,0.274,-15.826,0.0219,0.0168,-0.00105,-0.0158,0.0716,0.00105,1.52E-06,-0.0219,-9.59,-9.329228666,-9.05,-8.787613868,0.25692749,0.005458642,14.09,-0.0501
opp_H_2-6_opp_H_3-5_4-SHBAAt,c1(S)c(S)c(S)c(S)c(S)c1(C#C([At])),At,SH,SH,SH,47.7,2.114292191,2.0951,3.149,-0.431,1.2149,16.805,1.446,C1,2.1322,0.0371,2.617,-0.532,2.794,1.2172,0.0023,16.585,-0.22,1.947,2.8695,0.29,-16.684,0.0233,0.018,-0.000947,-0.017,0.0757,0.000947,2.42E-06,-0.0233,-10.84,-10.52562071,-10.26,-9.944563462,0.311401589,0.004034949,,-0.05625
opp_H_2-6_opp_H_3-5-OHBAAt,c1(O)c(O)cc(O)c(O)c1(C#C([At])),At,OH,OH,H,40.6,2.123348129,2.0955,3.163,0.65,1.2132,16.961,0.768,C1,2.129,0.0335,2.694,-0.469,3.594,1.2155,0.0023,16.749,-0.212,1.188,2.8976,0.276,-15.798,0.0221,0.017,-0.00105,-0.0159,0.072,0.00105,1.66E-06,-0.0221,-9.72,-9.449104944,-9.16,-8.894100379,0.26043464,0.00546498,14.24,-0.05068
opp_H_2-6_opp_H_3-5-SHBAAt,c1(S)c(S)cc(S)c(S)c1(C#C([At])),At,SH,SH,H,47.6,2.113490002,2.095,3.147,-1.375,1.2145,16.85,2.312,C1,2.1323,0.0373,2.613,-0.534,1.831,1.217,0.0025,16.605,-0.245,2.732,2.8681,0.291,-16.405,0.0234,0.018,-0.000942,-0.0171,0.0759,0.000942,2.52E-07,-0.0234,-10.89,-10.5614264,-10.31,-9.978159234,0.327704286,0.00413648,15.71,-0.05668
opp_H_2-6_SH_3-5_CN_4_NO2BAAt,c1(S)c(C#N)c(N(=O)=O)c(C#N)c(S)c1(C#C([At])),At,SH,CN,NO2,60.3,2.101501282,2.0948,3.113,-4.687,1.2149,16.805,4.657,C1,2.1385,0.0437,2.472,-0.641,-1.335,1.2179,0.003,16.518,-0.287,5.304,2.8245,0.302,-16.738,0.0255,0.0198,-0.000738,-0.019,0.082,0.000738,1.25E-06,-0.0255,-12.88,-12.45518105,-12.26,-11.83242839,0.425143961,0.002427646,,-0.06662
opp_H_2-6_SH_3-5_F_4_NO2BAAt,c1(S)c(F)c(N(=O)=O)c(F)c(S)c1(C#C([At])),At,SH,F,NO2,55.8,2.105133026,2.095,3.126,-3.49,1.2149,16.827,3.758,C1,2.1363,0.0413,2.524,-0.602,-0.262,1.2176,0.0027,16.559,-0.268,4.359,2.84,0.297,-16.427,0.0247,0.0191,-0.000816,-0.0183,0.0798,0.000816,1.76E-06,-0.0247,-12.14,-11.74721228,-11.54,-11.15158524,0.38542261,0.002992154,17.22,-0.06295
opp_H_2-6_SH_3-5_NO2_4_CNBAAt,c1(S)c(N(=O)=O)c(C#N)c(N(=O)=O)c(S)c1(C#C([At])),At,SH,NO2,CN,60.6,2.101005745,2.0942,3.114,-5.239,1.215,16.79,5.169,C1,2.1381,0.0439,2.468,-0.646,-1.91,1.218,0.003,16.497,-0.293,5.867,2.8234,0.302,-16.846,0.0256,0.0198,-0.00073,-0.0191,0.0821,0.00073,1.49E-06,-0.0256,-12.93,-12.49199703,-12.31,-11.87638673,0.431224528,0.00238874,18.19,-0.06692
opp_H_2-6_SH_3-5_NO2_4_FBAAt,c1(S)c(N(=O)=O)c(F)c(N(=O)=O)c(S)c1(C#C([At])),At,SH,NO2,F,56.8,2.105081131,2.0951,3.124,-2.955,1.2146,16.842,3.27,C1,2.137,0.0419,2.514,-0.61,0.485,1.2173,0.0027,16.58,-0.262,3.689,2.8373,0.298,-16.428,0.0249,0.0192,-0.000802,-0.0184,0.0801,0.000802,9.27E-07,-0.0249,-12.28,-11.88363284,-11.69,-11.29366249,0.393567683,0.002769827,17.38,-0.06363
opp_H_2-6_SH_4_NH2_3-5_CNBAAt,c1(S)c(C#N)c(N)c(C#N)c(S)c1(C#C([At])),At,SH,CN,NH2,46.5,2.115579642,2.0957,3.15,0.577,1.2152,16.783,0.407,C1,2.1324,0.0367,2.626,-0.524,3.698,1.2175,0.0023,16.574,-0.209,0.882,2.8728,0.289,-16.243,0.0232,0.0179,-0.000961,-0.0169,0.0753,0.000961,2.49E-06,-0.0232,-10.68,-10.36694866,-10.11,-9.794736968,0.310924682,0.00433835,15.47,-0.05569
opp_H_2-6_SH_4_NH2_3-5_FBAAt,c1(S)c(F)c(N)c(F)c(S)c1(C#C([At])),At,SH,F,NH2,51.5,2.111267141,2.0959,3.137,-0.363,1.215,16.794,1.107,C1,2.1349,0.039,2.576,-0.561,2.995,1.2174,0.0024,16.569,-0.225,1.552,2.8565,0.293,-16.586,0.0239,0.0185,-0.000896,-0.0176,0.0775,0.000896,1.04E-06,-0.0239,-11.45,-11.10249019,-10.85,-10.50431336,0.342231131,0.003455507,,-0.05889
opp_H_2-6-OHBAAt,c1(O)cccc(O)c1(C#C([At])),At,OH,H,H,41.1,2.122979756,2.0959,3.162,1.305,1.2135,16.936,0.204,C1,2.1292,0.0333,2.697,-0.465,4.281,1.2156,0.0021,16.733,-0.203,0.563,2.8998,0.275,-15.688,0.022,0.0169,-0.00105,-0.0158,0.0717,0.00105,5.21E-07,-0.022,-9.65,-9.389280698,-9.11,-8.848656287,0.256085999,0.005257714,14.16,-0.05034
opp_H_2-6-SHBAAt,c1(S)cccc(S)c1(C#C([At])),At,SH,H,H,46.6,2.114504791,2.0955,3.148,-0.516,1.215,16.814,1.431,C1,2.1322,0.0367,2.626,-0.522,2.656,1.2173,0.0023,16.594,-0.22,1.778,2.8729,0.29,-15.985,0.0232,0.0179,-0.000958,-0.0169,0.0752,0.000958,2.24E-06,-0.0232,-10.68,-10.36867431,-10.11,-9.802675403,0.302898836,0.004425762,15.47,-0.05566
opp_H_3-4-5-OHBAAt,c1c(O)c(O)c(O)cc1(C#C([At])),At,H,OH,OH,45,2.120312571,2.0977,3.151,2.307,1.2144,16.875,-0.459,C1,2.1323,0.0346,2.667,-0.484,5.425,1.2166,0.0022,16.668,-0.207,-0.083,2.8888,0.283,-15.882,0.0225,0.0173,-0.00101,-0.0163,0.0731,0.00101,2.15E-06,-0.0225,-10.17,-9.889231949,-9.62,-9.338948159,0.276782518,0.004269324,14.67,-0.05275
opp_H_3-4-5-SHBAAt,c1c(S)c(S)c(S)cc1(C#C([At])),At,H,SH,SH,48,2.116289528,2.0973,3.113,0.954,1.2143,16.893,0.748,C1,2.1339,0.0366,2.626,-0.487,4.138,1.2166,0.0023,16.673,-0.22,1.332,2.874,0.275,-16.384,0.0231,0.0178,-0.000958,-0.0169,0.0751,0.000958,4.52E-10,-0.0231,-10.75,-10.43970418,-10.17,-9.862839496,0.302566256,0.004594248,15.38,-0.05571
opp_H_3-5-OHBAAt,c1c(O)cc(O)cc1(C#C([At])),At,H,OH,H,45.1,2.118466448,2.0972,3.147,0.761,1.214,16.921,0.966,C1,2.1323,0.0351,2.657,-0.49,3.875,1.2163,0.0023,16.699,-0.222,1.344,2.885,0.285,-15.835,0.0226,0.0174,-0.000997,-0.0164,0.0736,0.000997,1.85E-06,-0.0226,-10.3,-10.01089475,-9.74,-9.454340043,0.281283016,0.004376942,14.85,-0.05343
opp_H_3-5-SHBAAt,c1c(S)cc(S)cc1(C#C([At])),At,H,SH,H,47.6,2.115457406,2.0973,3.141,0.365,1.2141,16.915,1.316,C1,2.1335,0.0362,2.632,-0.509,3.561,1.2164,0.0023,16.685,-0.23,1.765,2.8758,0.289,-16.181,0.023,0.0177,-0.000963,-0.0168,0.0748,0.000963,1.27E-06,-0.023,-10.69,-10.38711681,-10.11,-9.808995427,0.297044172,0.003960401,15.3,-0.05535
