Donor,molecule,interacting halogen,ortho,meta,para,V$_{S}$$_{max}$,V$_{max}$(r),R$^{donor}_{C-X}$,k$^{a}$$^{donor}$$_{C-X}$,$\mu^{donor}_{C-X}$,R$^{donor}_{C\equiv C}$,k$^{a}$$^{donor}$$_{C\equiv C}$,$\mu^{donor}_{C\equiv C}$,Complex Symmetry,R$^{complex}_{C-X}$,$\Delta$R$_{C-X}$,k$^{a}$$^{complex}$$_{C-X}$,$\Delta$k$^{a}_{C-X}$,$\mu^{complex}_{C-X}$,R$^{complex}_{C\equiv C}$,$\Delta$R$_{C\equiv C}$,k$^{a}$$^{complex}$$_{C\equiv C}$,$\Delta$k$^{a}_{C\equiv C}$,$\mu^{complex}_{C\equiv C}$,R$_{X\cdots N}$,k$^{a}_{X\cdots N}$,$\mu_{X\cdots N}$,$\rho^{BCP}$,G(r)$^{BCP}$,K(r)$^{BCP}$,V(r)$^{BCP}$,$\nabla^{2} \rho^{BCP}$,H(r)$^{BCP}$,RDG,sign$\lambda_{2}* \rho$,E$_{int}$,E$_{bind}$,E$^{CP}_{int}$,E$^{CP}_{bind}$,E$^{donor}_{def}$,E$^{NH_3}_{def}$,E(2),$\Delta \rho$
2-6_OH_3-5_BH2_4_CNBAAt,c1(O)c(B)c(C#N)c(B)c(O)c1(C#C([At])),At,OH,BH2,CN,61.9,2.101929734,2.0998,3.093,0.386,1.218,16.536,0.286,C1,2.1447,0.0449,2.446,-0.647,4.261,1.2205,0.0025,16.305,-0.231,0.641,2.819,0.304,-16.767,0.0258,0.02,-0.0007,-0.0193,0.0827,0.0007,2.57E-06,-0.0258,-13.16,-12.70239092,-12.54,-12.08699016,0.450723131,0.002286707,18.49,-0.06842
2-6_OH_3-5_BH2_4_FBAAt,c1(O)c(B)c(F)c(B)c(O)c1(C#C([At])),At,OH,BH2,F,58.3,2.10425863,2.1,3.103,1.923,1.2183,16.508,-1.032,C1,2.1427,0.0427,2.492,-0.611,5.723,1.2206,0.0023,16.3,-0.208,-0.81,2.8328,0.299,-16.433,0.0251,0.0194,-0.000774,-0.0186,0.0807,0.000774,2.31E-07,-0.0251,-12.53,-12.10980484,-11.92,-11.50248869,0.414869121,0.002642192,17.68,-0.0651
2-6_OH_3-5_BH2_4_NO2BAAt,c1(O)c(B)c(N(=O)=O)c(B)c(O)c1(C#C([At])),At,OH,BH2,NO2,61.8,2.102658791,2.1,3.093,0.615,1.2179,16.549,0.055,C1,2.1448,0.0448,2.448,-0.645,4.524,1.2204,0.0025,16.32,-0.229,0.322,2.8195,0.303,-16.609,0.0258,0.02,-0.000703,-0.0193,0.0826,0.000703,3.03E-06,-0.0258,-13.14,-12.68634049,-12.53,-12.07537978,0.452325163,0.002295053,18.47,-0.06833
2-6_OH_3-5_CN_4_NO2BAAt,c1(O)c(C#N)c(N(=O)=O)c(C#N)c(O)c1(C#C([At])),At,OH,CN,NO2,69.2,2.092186848,2.0994,3.072,-2.153,1.2175,16.597,2.163,C1,2.1491,0.0497,2.354,-0.718,1.873,1.2203,0.0028,16.323,-0.274,2.574,2.7914,0.321,-16.857,0.0273,0.0212,-0.000524,-0.0206,0.0868,0.000524,7.07E-07,-0.0273,-14.45,-13.90167829,-13.82,-13.2722831,0.545876789,0.001840109,20.21,-0.07539
2-6_OH_3-5_F_4_NO2BAAt,c1(O)c(F)c(N(=O)=O)c(F)c(O)c1(C#C([At])),At,OH,F,NO2,63.6,2.098112707,2.0993,3.091,-0.89,1.2174,16.607,1.267,C1,2.1452,0.0459,2.427,-0.664,2.903,1.2201,0.0027,16.355,-0.252,1.65,2.8126,0.307,-16.496,0.0262,0.0202,-0.00066,-0.0196,0.0836,0.00066,3.36E-06,-0.0262,-13.44,-12.96326294,-12.84,-12.36091482,0.47693232,0.00215286,18.87,-0.0699
2-6_OH_3-5_NH2_4_CNBAAt,c1(O)c(N)c(C#N)c(N)c(O)c1(C#C([At])),At,OH,NH2,CN,57.2,2.106613926,2.0995,3.109,0.999,1.2175,16.593,-0.033,C1,2.1413,0.0418,2.508,-0.601,4.639,1.2199,0.0024,16.368,-0.225,0.367,2.8381,0.297,-16.627,0.0248,0.0192,-0.000801,-0.0184,0.08,0.000801,3.55E-06,-0.0248,-12.3,-11.89655326,-11.71,-11.30722751,0.400118883,0.002653612,17.4,-0.06388
2-6_OH_3-5_NH2_4_FBAAt,c1(O)c(N)c(F)c(N)c(O)c1(C#C([At])),At,OH,NH2,F,52.9,2.110202378,2.0997,3.121,2.829,1.218,16.532,-1.635,C1,2.1392,0.0395,2.56,-0.561,6.379,1.2202,0.0022,16.336,-0.196,-1.388,2.8542,0.294,-16.23,0.0241,0.0186,-0.000875,-0.0177,0.0777,0.000875,9.35E-07,-0.0241,-11.58,-11.21723909,-11.01,-10.64542846,0.361402174,0.003169362,16.49,-0.06018
2-6_OH_3-5_NH2_4_NO2BAAt,c1(O)c(N)c(N(=O)=O)c(N)c(O)c1(C#C([At])),At,OH,NH2,NO2,58.5,2.104775904,2.0994,3.104,0.156,1.2172,16.627,0.676,C1,2.1421,0.0427,2.49,-0.614,3.802,1.2197,0.0025,16.391,-0.236,1.112,2.8328,0.299,-16.655,0.0251,0.0194,-0.000773,-0.0186,0.0807,0.000773,1.40E-06,-0.0251,-12.53,-12.10858872,-11.94,-11.52032554,0.41713694,0.002537523,17.68,-0.0651
2-6_OH_3-5_NO2_4_CNBAAt,c1(O)c(N(=O)=O)c(C#N)c(N(=O)=O)c(O)c1(C#C([At])),At,OH,NO2,CN,69.6,2.091840079,2.0991,3.071,-2.619,1.2176,16.576,2.555,C1,2.1492,0.0501,2.345,-0.726,1.408,1.2206,0.003,16.298,-0.278,3.02,2.7889,0.323,-16.98,0.0274,0.0213,-0.000507,-0.0208,0.0872,0.000507,7.56E-07,-0.0274,-14.56,-13.9992372,-13.93,-13.37397575,0.554003037,0.002021208,20.4,-0.07602
2-6_OH_3-5_NO2_4_FBAAt,c1(O)c(N(=O)=O)c(F)c(N(=O)=O)c(O)c1(C#C([At])),At,OH,NO2,F,66,2.095741527,2.0996,3.082,-0.796,1.2176,16.577,1.011,C1,2.1474,0.0478,2.391,-0.691,3.214,1.2204,0.0028,16.324,-0.253,1.272,2.8021,0.313,-16.549,0.0267,0.0207,-0.000596,-0.0201,0.0852,0.000596,1.85E-07,-0.0267,-13.92,-13.40863153,-13.31,-12.79608039,0.511890875,0.002028738,19.53,-0.07258
2-6_OH_4_NH2_3-5_CNBAAt,c1(O)c(C#N)c(N)c(C#N)c(O)c1(C#C([At])),At,OH,CN,NH2,59.9,2.103021422,2.0997,3.102,2.266,1.2184,16.48,-1.497,C1,2.1435,0.0438,2.472,-0.63,6.085,1.2207,0.0023,16.27,-0.21,-1.155,2.8264,0.301,-16.738,0.0254,0.0197,-0.00074,-0.0189,0.0816,0.00074,2.63E-06,-0.0254,-12.81,-12.37488367,-12.21,-11.77398826,0.433592749,0.002418986,18.04,-0.06663
2-6_OH_4_NH2_3-5_FBAAt,c1(O)c(F)c(N)c(F)c(O)c1(C#C([At])),At,OH,F,NH2,53.9,2.108391142,2.0994,3.12,3.479,1.2187,16.451,-2.355,C1,2.1397,0.0403,2.545,-0.575,6.975,1.2208,0.0021,16.265,-0.186,-1.977,2.8489,0.295,-16.381,0.0243,0.0188,-0.000852,-0.0179,0.0785,0.000852,1.84E-06,-0.0243,-11.8,-11.41908379,-11.23,-10.84573847,0.381186293,0.003075236,16.77,-0.06133
2-6_opp_H_3-5_4-OHBAAt,c1(O)c(O)c(O)c(O)c(O)c1(C#C([At])),At,OH,OH,OH,53,2.110062393,2.0996,3.122,3.232,1.2184,16.491,-2.05,C1,2.1392,0.0396,2.559,-0.563,6.763,1.2205,0.0021,16.299,-0.192,-1.77,2.8535,0.294,-16.258,0.0241,0.0186,-0.000872,-0.0177,0.0778,0.000872,2.35E-06,-0.0241,-11.62,-11.24955144,-11.05,-10.68364678,0.363168613,0.003184611,16.53,-0.06034
2-6_opp_H_3-5_4-SHBAAt,c1(S)c(S)c(S)c(S)c(S)c1(C#C([At])),At,SH,SH,SH,54.1,2.108806919,2.0982,3.098,0.917,1.2169,16.592,0.232,C1,2.1386,0.0404,2.545,-0.553,4.533,1.2193,0.0024,16.368,-0.224,0.632,2.8474,0.295,-16.906,0.0244,0.0188,-0.000845,-0.018,0.0787,0.000845,1.42E-06,-0.0244,-11.87,-11.48755914,-11.28,-10.89649939,0.380553136,0.002947475,50.91,-0.06158
2-6_opp_H_3-5-OHBAAt,c1(O)c(O)c(O)c(O)c(O)c1(C#C([At])),At,OH,OH,H,53.1,2.108529113,2.0993,3.119,1.668,1.2177,16.58,-0.626,C1,2.1394,0.0401,2.548,-0.571,5.229,1.2199,0.0022,16.371,-0.209,-0.375,2.8496,0.295,-16.171,0.0243,0.0187,-0.000859,-0.0179,0.0784,0.000859,1.13E-06,-0.0243,-11.76,-11.38497363,-11.17,-10.79880422,0.367887484,0.003308293,16.73,-0.06111
2-6_opp_H_3-5-SHBAAt,c1(S)c(S)c(S)c(S)c(S)c1(C#C([At])),At,SH,SH,H,54,2.108083032,2.0982,3.124,-0.065,1.2167,16.629,1.084,C1,2.1387,0.0405,2.542,-0.582,3.536,1.2191,0.0024,16.4,-0.229,1.384,2.8459,0.296,-16.604,0.0245,0.0189,-0.00084,-0.018,0.0789,0.00084,3.07E-06,-0.0245,-11.92,-11.54310226,-11.32,-10.94308899,0.37384506,0.003065949,16.95,-0.06202
2-6_SH_3-5_BH2_4_CNBAAt,c1(S)c(B)c(C#N)c(B)c(S)c1(C#C([At])),At,SH,BH2,CN,59.6,2.104137937,2.0984,3.109,-0.951,1.2168,16.599,1.755,C1,2.1415,0.0431,2.485,-0.624,2.791,1.2194,0.0026,16.353,-0.246,2.113,2.8291,0.3,-16.841,0.0253,0.0196,-0.000754,-0.0188,0.0812,0.000754,9.84E-07,-0.0253,-12.72,-12.30015482,-12.11,-11.68994382,0.417494621,0.002561557,17.94,-0.0661
2-6_SH_3-5_BH2_4_FBAAt,c1(S)c(B)c(F)c(B)c(S)c1(C#C([At])),At,SH,BH2,F,55.9,2.107291981,2.0988,3.118,0.585,1.2168,16.604,0.441,C1,2.1399,0.0411,2.528,-0.59,4.288,1.2192,0.0024,16.381,-0.223,0.655,2.8423,0.296,-16.516,0.0246,0.019,-0.000819,-0.0182,0.0794,0.000819,2.85E-06,-0.0246,-12.12,-11.7337522,-11.52,-11.13245892,0.384751175,0.002789907,17.18,-0.063
2-6_SH_3-5_BH2_4_NO2BAAt,c1(S)c(B)c(N(=O)=O)c(B)c(S)c1(C#C([At])),At,SH,BH2,NO2,59.7,2.103446415,2.0967,3.11,-4.166,1.2173,16.54,4.529,C1,2.1401,0.0434,2.472,-0.638,-1.054,1.2202,0.0029,16.253,-0.287,5.533,2.8244,0.301,-17.234,0.0255,0.0198,-0.00073,-0.019,0.0819,0.00073,4.63E-07,-0.0255,-12.9,-12.45861352,-12.29,-11.85042207,0.437223519,0.002354416,18.17,-0.06709
2-6_SH_3-5_CN_4_NO2BAAt,c1(S)c(C#N)c(N(=O)=O)c(C#N)c(S)c1(C#C([At])),At,SH,CN,NO2,66.6,2.095574494,2.0982,3.09,-3.115,1.2166,16.627,3.316,C1,2.1456,0.0474,2.398,-0.692,0.728,1.2196,0.003,16.344,-0.283,3.763,2.8029,0.312,-16.917,0.0267,0.0207,-0.000602,-0.0201,0.0851,0.000602,2.06E-06,-0.0267,-13.94,-13.43299145,-13.31,-12.80739639,0.500777681,0.001825927,1056.78,-0.07246
2-6_SH_3-5_F_4_NO2BAAt,c1(S)c(F)c(N(=O)=O)c(F)c(S)c1(C#C([At])),At,SH,F,NO2,61.6,2.100106425,2.0979,3.106,-2.22,1.2164,16.662,2.669,C1,2.1423,0.0444,2.46,-0.646,1.407,1.2192,0.0028,16.396,-0.266,3.11,2.8208,0.303,-16.569,0.0257,0.0199,-0.000707,-0.0192,0.0824,0.000707,2.62E-06,-0.0257,-13.08,-12.62846779,-12.47,-12.02062495,0.447138169,0.002236883,18.38,-0.06794
2-6_SH_3-5_NH2_4_CNBAAt,c1(S)c(N)c(C#N)c(N)c(S)c1(C#C([At])),At,SH,NH2,CN,48.3,2.116931446,2.0945,3.151,-2.221,1.2135,16.927,3.467,C1,2.1311,0.0366,2.628,-0.523,0.814,1.216,0.0025,16.673,-0.254,4.049,2.8737,0.289,-16.416,0.0231,0.0178,-0.000961,-0.0169,0.0751,0.000961,6.89E-07,-0.0231,-10.79,-10.47184314,-10.21,-9.893116048,0.313208817,0.003675135,2361.41,-0.05558
2-6_SH_3-5_NH2_4_FBAAt,c1(S)c(N)c(F)c(N)c(S)c1(C#C([At])),At,SH,NH2,F,49.4,2.115092959,2.0976,3.137,0.593,1.2157,16.716,0.632,C1,2.136,0.0384,2.59,-0.547,4.182,1.2184,0.0027,16.453,-0.263,0.69,2.8637,0.291,-16.246,0.0236,0.0182,-0.000916,-0.0173,0.0764,0.000916,4.67E-07,-0.0236,-11.17,-10.79976078,-10.6,-10.22528835,0.371272271,0.00343938,16.01,-0.05808
2-6_SH_3-5_NH2_4_NO2BAAt,c1(S)c(N)c(N(=O)=O)c(N)c(S)c1(C#C([At])),At,SH,NH2,NO2,49.8,2.115391102,2.0944,3.148,-2.932,1.2134,16.924,4.075,C1,2.1317,0.0373,2.613,-0.535,0.1,1.2161,0.0027,16.662,-0.262,4.695,2.8687,0.291,-16.461,0.0234,0.018,-0.000938,-0.0171,0.0758,0.000938,1.53E-06,-0.0234,-11.01,-10.67488012,-10.43,-10.09779816,0.328840078,0.003361757,,-0.05637
2-6_SH_3-5_NO2_4_CNBAAt,c1(S)c(N(=O)=O)c(C#N)c(N(=O)=O)c(S)c1(C#C([At])),At,SH,NO2,CN,66.2,2.097251836,2.0973,3.09,-3.853,1.2166,16.612,3.972,C1,2.1449,0.0476,2.396,-0.694,0.052,1.2196,0.003,16.328,-0.284,4.432,2.8024,0.313,-17.031,0.0267,0.0207,-0.000596,-0.0201,0.0851,0.000596,1.88E-06,-0.0267,-13.95,-13.43784837,-13.32,-12.80730591,0.510836659,0.001857428,19.53,-0.07259
2-6_SH_3-5_NO2_4_FBAAt,c1(S)c(N(=O)=O)c(F)c(N(=O)=O)c(S)c1(C#C([At])),At,SH,NO2,F,62.9,2.099411743,2.0981,3.101,-1.908,1.2164,16.647,2.342,C1,2.1436,0.0455,2.44,-0.661,1.954,1.2192,0.0028,16.383,-0.264,2.612,2.8153,0.305,-16.629,0.026,0.0201,-0.000675,-0.0195,0.0832,0.000675,2.83E-06,-0.026,-13.34,-12.86916161,-12.72,-12.24950361,0.468398191,0.002098204,18.73,-0.06936
2-6_SH_4_NH2_3-5_CNBAAt,c1(S)c(C#N)c(N)c(C#N)c(S)c1(C#C([At])),At,SH,CN,NH2,57.7,2.105907547,2.0989,3.116,0.957,1.2171,16.572,-0.051,C1,2.1411,0.0422,2.507,-0.609,4.672,1.2195,0.0024,16.348,-0.224,0.29,2.8358,0.298,-16.804,0.025,0.0193,-0.000791,-0.0185,0.0803,0.000791,4.33E-07,-0.025,-12.42,-12.01548514,-11.82,-11.41460527,0.402892475,0.002502257,,-0.06406
2-6_SH_4_NH2_3-5_FBAAt,c1(S)c(F)c(N)c(F)c(S)c1(C#C([At])),At,SH,F,NH2,52.1,2.111212894,2.0983,3.131,1.753,1.2171,16.576,-0.627,C1,2.1377,0.0394,2.569,-0.562,5.172,1.2194,0.0023,16.371,-0.205,-0.24,2.8547,0.294,-16.438,0.024,0.0185,-0.000879,-0.0177,0.0777,0.000879,1.78E-06,-0.024,-11.55,-11.18652626,-10.97,-10.60669835,0.360102602,0.003199043,16.47,-0.06007
2-6-BH2BAAt,c1(B)cccc(B)c1(C#C([At])),At,BH2,H,H,46.5,2.117901673,2.0951,3.15,-1.247,1.2142,16.862,2.845,C1,2.1306,0.0355,2.648,-0.502,1.693,1.2166,0.0024,16.622,-0.24,3.386,2.8804,0.287,-15.936,0.0228,0.0176,-0.000981,-0.0166,0.0742,0.000981,1.20E-06,-0.0228,-10.52,-10.22943058,-9.95,-9.656728603,0.289220384,0.004051013,15.11,-0.05439
2-6-CF3BAAt,c1(C(F)(F)F)cccc(C(F)(F)F)c1(C#C([At])),At,CF3,H,H,49.8,2.111468582,2.0938,3.14,-3.117,1.2123,17.013,3.863,C1,2.1325,0.0387,2.581,-0.559,0.029,1.215,0.0027,16.749,-0.264,4.347,2.8578,0.294,-15.999,0.023861545,0.018425919,-0.000901434,-0.017524485,0.077310543,0.000901434,2.14E-06,-0.023861545,-11.36,-11.01082988,-10.77,-10.4217695,0.344251712,0.003978787,16.18,-0.05884
2-6-CH3BAAt,c1(C)cccc(C)c1(C#C([At])),At,CH3,H,H,45.6,2.120239438,2.0978,3.146,1.678,1.2155,16.767,0.015,C1,2.1325,0.0347,2.662,-0.484,4.852,1.2177,0.0022,16.564,-0.203,0.304,2.8877,0.283,-15.84,0.0225,0.0173,-0.00101,-0.0163,0.0733,0.00101,1.38E-06,-0.0225,-10.24,-9.959561959,-9.67,-9.393325288,0.27261962,0.004055092,14.82,-0.05305
2-6-CHOBAAt,c1(C(=O))cccc(C(=O))c1(C#C([At])),At,CHO,H,H,55,2.107186795,2.0971,3.122,-1.271,1.2148,16.807,2.439,C1,2.1377,0.0406,2.54,-0.582,2.157,1.2173,0.0025,16.562,-0.245,2.828,2.8454,0.296,-16.149,0.024494294,0.018905331,-0.000833951,-0.01807138,0.078958297,0.000833951,7.67E-07,-0.024494294,-12.01,-11.63741945,-11.41,-11.04119849,0.365881964,0.002919551,16.95,-0.06205
2-6-ClBAAt,c1(Cl)cccc(Cl)c1(C#C([At])),At,Cl,H,H,48,2.113303193,2.0952,3.144,-1.484,1.2131,16.959,2.441,C1,2.1323,0.0371,2.616,-0.528,1.651,1.2156,0.0025,16.72,-0.239,2.846,2.8701,0.291,-15.919,0.023297582,0.017958425,-0.000943042,-0.017015382,0.075606967,0.000943042,1.60E-06,-0.023297582,-10.85,-10.53899921,-10.29,-9.974327267,0.311583567,0.004089166,15.59,-0.05629
2-6-CNBAAt,c1(C#N)cccc(C#N)c1(C#C([At])),At,CN,H,H,52.3,2.105106952,2.0938,3.124,-4.562,1.2135,16.911,4.802,C1,2.135,0.0412,2.523,-0.601,-1.401,1.2164,0.0029,16.626,-0.285,5.349,2.84,0.297,-16.027,0.024712024,0.01912897,-0.000824682,-0.018304288,0.079815794,0.000824682,1.19E-06,-0.024712024,-12.02,-11.63301371,-11.41,-11.02386554,0.382029666,0.004104791,17.13,-0.06265
2-6-COOHBAAt,c1(C(=O)O)cccc(C(=O)O)c1(C#C([At])),At,COOH,H,H,49.1,2.117147706,2.0932,3.159,-1.804,1.212,16.994,3.097,C1,2.1293,0.0361,2.644,-0.515,1.247,1.2146,0.0026,16.747,-0.247,3.528,2.8787,0.288,-15.911,0.022938617,0.017641461,-0.000968915,-0.016672546,0.074442582,0.000968915,1.51E-06,-0.022938617,-10.71,-10.39786166,-10.14,-9.827824503,0.309047174,0.003128323,15.18,-0.05491
2-6-FBAAt,c1(F)cccc(F)c1(C#C([At])),At,F,H,H,47.6,2.113360367,2.0959,3.142,-0.566,1.213,16.995,1.588,C1,2.1329,0.037,2.62,-0.522,2.613,1.2154,0.0024,16.761,-0.234,1.961,2.8716,0.291,-15.833,0.023222225,0.017899445,-0.000950254,-0.016949191,0.075399888,0.000950254,2.76E-06,-0.023222225,-10.79,-10.47607695,-10.22,-9.907344458,0.308425312,0.00423023,15.49,-0.05597
2-6-NH2BAAt,c1(N)cccc(N)c1(C#C([At])),At,NH2,H,H,46.5,2.118758766,2.0993,3.141,3.805,1.2178,16.521,-2.164,C1,2.1348,0.0355,2.647,-0.494,7.079,1.2197,0.0019,16.355,-0.166,-1.917,2.8834,0.285,-15.908,0.0227,0.0175,-0.000986,-0.0165,0.0738,0.000986,2.26E-06,-0.0227,-10.39,-10.09058218,-9.84,-9.541869358,0.294215359,0.003915283,15.01,-0.05404
2-6-NO2BAAt,c1(N(=O)=O)cccc(N(=O)=O)c1(C#C([At])),At,NO2,H,H,51.7,2.106885023,2.092,3.133,-5.378,1.2122,16.972,5.602,C1,2.1326,0.0406,2.539,-0.594,-2.229,1.2152,0.003,16.685,-0.287,6.126,2.8458,0.296,-16.153,0.024441203,0.018896604,-0.000845925,-0.018050679,0.078971287,0.000845925,2.60E-06,-0.024441203,-11.83,-11.43704374,-11.23,-10.83819562,0.38791194,0.003892441,16.81,-0.06135
2-6-OHBAAt,c1(O)cccc(O)c1(C#C([At])),At,OH,H,H,53.6,2.108485231,2.0996,3.118,2.197,1.2182,16.526,-1.108,C1,2.1396,0.04,2.55,-0.568,5.781,1.2204,0.0022,16.325,-0.201,-0.901,2.8506,0.295,-16.077,0.0242,0.0187,-0.000857,-0.0178,0.0782,0.000857,1.58E-06,-0.0242,-11.72,-11.35526043,-11.15,-10.78302629,0.363816203,0.003157502,16.66,-0.06094
2-6-OOCMeBAAt,c1(OC(=O)C)cccc(OC(=O)C)c1(C#C([At])),At,OOCMe,H,H,48.7,2.117928867,2.0966,3.146,0.396,1.2136,16.895,0.903,C1,2.1334,0.0368,2.626,-0.52,3.648,1.2161,0.0025,16.665,-0.23,1.149,2.8731,0.289,-15.802,0.023185846,0.017842928,-0.00094876,-0.016894167,0.075167845,0.00094876,2.79E-06,-0.023185846,-10.88,-10.53578636,-10.31,-9.962226328,0.344226611,0.00354706,15.56,-0.0563
2-6-SHBAAt,c1(S)cccc(S)c1(C#C([At])),At,SH,H,H,52.2,2.110606134,2.0984,3.1,0.554,1.2166,16.638,0.498,C1,2.1377,0.0393,2.575,-0.525,4.096,1.219,0.0024,16.422,-0.216,0.712,2.8542,0.287,-16.077,0.0241,0.0186,-0.000877,-0.0177,0.0777,0.000877,9.55E-07,-0.0241,-11.52,-11.16970481,-10.94,-10.58705333,0.348976858,0.003969813,16.48,-0.06004
3-4-5-BH2BAAt,c1c(B)c(B)c(B)cc1(C#C([At])),At,H,BH2,BH2,48,2.117581195,2.0977,3.141,1.258,1.2143,16.896,0.481,C1,2.1339,0.0362,2.632,-0.509,4.5,1.2166,0.0023,16.676,-0.22,0.909,2.8766,0.289,-16.221,0.023,0.0177,-0.000966,-0.0167,0.0747,0.000966,1.66E-06,-0.023,-10.68,-10.38250085,-10.11,-9.809434809,0.296785011,0.00378018,15.29,-0.0553
3-4-5-ClBAAt,c1c(Cl)c(Cl)c(Cl)cc1(C#C([At])),At,H,Cl,Cl,51.7,2.111055643,2.0972,3.132,-0.42,1.214,16.919,1.826,C1,2.1354,0.0382,2.59,-0.542,2.848,1.2165,0.0025,16.676,-0.243,2.349,2.8619,0.293,-16.355,0.023692649,0.01826301,-0.000907663,-0.017355348,0.076683813,0.000907663,9.34E-07,-0.023692649,-11.3,-10.96638338,-10.71,-10.37877752,0.327917639,0.003304842,16,-0.05835
3-4-5-CNBAAt,c1c(C#N)c(C#N)c(C#N)cc1(C#C([At])),At,H,CN,CN,61,2.101907502,2.0965,3.108,-4.229,1.2141,16.887,4.823,C1,2.1397,0.0432,2.481,-0.627,-0.934,1.217,0.0029,16.593,-0.294,5.605,2.8278,0.301,-16.726,0.025371663,0.019613572,-0.000746454,-0.018867117,0.081441334,0.000746454,2.96E-06,-0.025371663,-12.83,-12.41482277,-12.22,-11.80424929,0.413518093,0.002232616,17.89,-0.06615
3-4-5-FBAAt,c1c(F)c(F)c(F)cc1(C#C([At])),At,H,F,F,51.4,2.111462493,2.0974,3.133,-0.076,1.2139,16.93,1.408,C1,2.1353,0.0379,2.599,-0.534,3.188,1.2163,0.0024,16.691,-0.239,1.777,2.8648,0.293,-15.864,0.023559611,0.018152633,-0.000917184,-0.017235449,0.076280382,0.000917184,6.35E-07,-0.023559611,-11.19,-10.86140418,-10.61,-10.28272468,0.323940484,0.003334836,15.86,-0.05773
3-4-5-NH2BAAt,c1c(N)c(N)c(N)cc1(C#C([At])),At,H,NH2,NH2,41.8,2.124542883,2.0978,3.158,3.861,1.215,16.815,-1.686,C1,2.1308,0.033,2.7,-0.458,6.88,1.217,0.002,16.628,-0.187,-1.253,2.9014,0.273,-15.996,0.0219,0.0168,-0.00105,-0.0158,0.0715,0.00105,2.60E-06,-0.0219,-9.66,-9.40263661,-9.11,-8.851510702,0.253687658,0.00480164,14.1,-0.05029
3-4-5-OHBAAt,c1c(O)c(O)c(O)cc1(C#C([At])),At,H,OH,OH,45.9,2.120440708,2.0978,3.149,2.612,1.2146,16.853,-0.757,C1,2.1327,0.0349,2.664,-0.485,5.732,1.2167,0.0021,16.649,-0.204,-0.366,2.8876,0.283,-15.906,0.0225,0.0173,-0.001,-0.0163,0.0733,0.001,1.27E-06,-0.0225,-10.25,-9.964862532,-9.69,-9.407151787,0.278808118,0.004040094,14.74,-0.05306
3-4-5-SHBAAt,c1c(S)c(S)c(S)cc1(C#C([At])),At,H,SH,SH,49.1,2.115395641,2.0975,3.139,0.778,1.2142,16.893,0.945,C1,2.1341,0.0366,2.623,-0.516,3.966,1.2166,0.0024,16.666,-0.227,1.496,2.8734,0.29,-16.429,0.0232,0.0178,-0.000953,-0.0169,0.0751,0.000953,1.13E-06,-0.0232,-10.82,-10.51367293,-10.25,-9.941779005,0.304611937,0.003609058,15.43,-0.05595
3-5-BH2BAAt,c1c(B)cc(B)cc1(C#C([At])),At,H,BH2,H,48.2,2.116827294,2.0976,3.139,0.799,1.2142,16.905,0.867,C1,2.134,0.0364,2.629,-0.51,4.033,1.2165,0.0023,16.68,-0.225,1.256,2.8752,0.289,-16.06,0.0231,0.0178,-0.00096,-0.0168,0.0749,0.00096,1.21E-06,-0.0231,-10.74,-10.432423,-10.16,-9.85693249,0.299287518,0.003779992,15.35,-0.05554
3-5-CF3BAAt,c1c(C(F)(F)F)cc(C(F)(F)F)cc1(C#C([At])),At,H,CF3,H,53.1,2.109976002,2.0972,3.127,-1.191,1.2138,16.931,2.394,C1,2.1362,0.039,2.571,-0.556,2.103,1.2164,0.0026,16.679,-0.252,2.834,2.8559,0.295,-16.069,0.023975875,0.01849439,-0.000884551,-0.017609839,0.077516902,0.000884551,3.38E-07,-0.023975875,-11.57,-11.21947051,-10.98,-10.63305031,0.343799905,0.003149784,16.32,-0.05966
3-5-CH3BAAt,c1c(C)cc(C)cc1(C#C([At])),At,H,CH3,H,44.4,2.120651205,2.0976,3.149,1.816,1.2145,16.875,0.12,C1,2.1319,0.0343,2.673,-0.476,4.939,1.2166,0.0021,16.665,-0.21,0.478,2.891,0.281,-15.88,0.0224,0.0172,-0.00102,-0.0162,0.0728,0.00102,2.39E-06,-0.0224,-10.08,-9.809311712,-9.52,-9.24961011,0.265959234,0.004430656,14.57,-0.0523
3-5-CHOBAAt,c1c(C(=O))cc(C(=O))cc1(C#C([At])),At,H,CHO,H,50.4,2.11268719,2.0971,3.132,-0.774,1.2138,16.935,2.152,C1,2.1351,0.038,2.593,-0.539,2.471,1.2163,0.0025,16.691,-0.244,2.599,2.863,0.293,-16.098,0.023635024,0.018222333,-0.000915803,-0.01730653,0.07655366,0.000915803,2.14E-06,-0.023635024,-11.23,-10.89416896,-10.64,-10.30899288,0.327417514,0.003589605,15.94,-0.05805
3-5-ClBAAt,c1c(Cl)cc(Cl)cc1(C#C([At])),At,H,Cl,H,50.7,2.111799088,2.0972,3.134,-0.436,1.214,16.922,1.875,C1,2.1349,0.0377,2.601,-0.533,2.805,1.2165,0.0025,16.681,-0.241,2.326,2.8655,0.292,-16.121,0.023524627,0.018127847,-0.00092259,-0.017205257,0.07620286,0.00092259,2.20E-06,-0.023524627,-11.14,-10.81784561,-10.56,-10.23648365,0.320042395,0.003473955,15.82,-0.05756
